TyreLife,Stint,LapNumber,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound_MEDIUM,Compound_SOFT,RaceName_Bahrain,RaceName_China,RaceName_Emilia Romagna,RaceName_Japan,RaceName_Miami,RaceName_Monaco,RaceName_Saudi Arabia
2.0,3.0,30.0,234.0,263.0,283.0,298.0,False,False,True,False,False,False,False,False,False
9.0,1.0,9.0,268.0,266.0,254.0,311.0,True,False,False,True,False,False,False,False,False
44.0,2.0,44.0,195.0,192.0,265.0,279.0,False,False,False,False,False,False,False,True,False
4.0,2.0,13.0,273.0,319.0,301.0,310.0,False,False,False,False,False,False,False,False,False
5.0,2.0,14.0,263.0,259.0,254.0,304.0,False,False,False,True,False,False,False,False,False
6.0,3.0,36.0,215.0,252.0,277.0,283.0,True,False,False,False,True,False,False,False,False
9.0,4.0,52.0,274.0,270.0,259.0,307.0,True,False,False,True,False,False,False,False,False
24.0,2.0,31.0,284.0,317.0,304.0,322.0,False,False,False,False,False,False,False,False,True
15.0,4.0,50.0,275.0,302.0,291.0,294.0,False,False,False,False,False,False,False,False,False
29.0,2.0,54.0,204.0,254.0,281.0,284.0,False,False,False,False,True,False,False,False,False
20.0,3.0,54.0,238.0,271.0,280.0,298.0,False,False,True,False,False,False,False,False,False
18.0,3.0,47.0,209.0,186.0,281.0,319.0,True,False,False,False,False,False,True,False,False
53.0,2.0,53.0,187.0,177.0,267.0,280.0,False,False,False,False,False,False,False,True,False
70.0,2.0,70.0,187.0,181.0,255.0,273.0,False,False,False,False,False,False,False,True,False
12.0,2.0,39.0,217.0,256.0,280.0,285.0,False,False,False,False,True,False,False,False,False
28.0,2.0,51.0,212.0,185.0,284.0,318.0,True,False,False,False,False,False,True,False,False
14.0,3.0,37.0,273.0,269.0,260.0,310.0,False,False,False,True,False,False,False,False,False
48.0,2.0,49.0,200.0,190.0,263.0,282.0,True,False,False,False,False,False,False,True,False
9.0,3.0,59.0,213.0,199.0,261.0,280.0,False,False,False,False,False,False,False,True,False
25.0,2.0,61.0,215.0,257.0,281.0,287.0,False,False,False,False,True,False,False,False,False
6.0,1.0,6.0,211.0,253.0,281.0,289.0,True,False,False,False,True,False,False,False,False
4.0,2.0,17.0,235.0,252.0,279.0,302.0,False,False,True,False,False,False,False,False,False
10.0,3.0,37.0,232.0,248.0,278.0,298.0,False,False,True,False,False,False,False,False,False
15.0,3.0,54.0,280.0,303.0,293.0,290.0,False,False,False,False,False,False,False,False,False
4.0,2.0,19.0,267.0,263.0,258.0,302.0,True,False,False,True,False,False,False,False,False
8.0,2.0,21.0,235.0,254.0,278.0,312.0,False,False,True,False,False,False,False,False,False
20.0,3.0,54.0,236.0,261.0,288.0,319.0,False,False,True,False,False,False,False,False,False
2.0,3.0,35.0,238.0,267.0,287.0,301.0,False,False,True,False,False,False,False,False,False
4.0,3.0,40.0,236.0,260.0,281.0,305.0,False,False,True,False,False,False,False,False,False
18.0,2.0,43.0,214.0,256.0,283.0,297.0,False,False,False,False,True,False,False,False,False
39.0,2.0,40.0,199.0,186.0,258.0,275.0,True,False,False,False,False,False,False,True,False
17.0,1.0,17.0,269.0,265.0,255.0,306.0,True,False,False,True,False,False,False,False,False
17.0,1.0,17.0,208.0,180.0,279.0,329.0,True,False,False,False,False,False,True,False,False
7.0,2.0,17.0,212.0,184.0,272.0,322.0,False,False,False,False,False,False,True,False,False
19.0,1.0,19.0,206.0,182.0,278.0,327.0,False,False,False,False,False,False,True,False,False
20.0,2.0,31.0,233.0,259.0,281.0,299.0,False,False,True,False,False,False,False,False,False
11.0,3.0,18.0,277.0,304.0,259.0,306.0,False,False,False,False,False,True,False,False,False
41.0,2.0,48.0,292.0,305.0,296.0,310.0,False,False,False,False,False,False,False,False,True
17.0,2.0,33.0,277.0,311.0,301.0,302.0,True,False,False,False,False,False,False,False,False
15.0,1.0,15.0,289.0,314.0,305.0,330.0,True,False,False,False,False,False,False,False,True
6.0,2.0,17.0,265.0,257.0,254.0,298.0,False,False,False,True,False,False,False,False,False
2.0,1.0,2.0,207.0,182.0,278.0,314.0,False,False,False,False,False,False,True,False,False
13.0,3.0,29.0,280.0,296.0,254.0,289.0,True,False,False,False,False,True,False,False,False
19.0,2.0,26.0,291.0,320.0,300.0,315.0,False,False,False,False,False,False,False,False,True
3.0,1.0,3.0,209.0,250.0,278.0,283.0,False,False,False,False,True,False,False,False,False
14.0,1.0,14.0,208.0,182.0,279.0,329.0,True,False,False,False,False,False,True,False,False
28.0,2.0,50.0,273.0,268.0,259.0,306.0,False,False,False,True,False,False,False,False,False
20.0,3.0,34.0,181.0,180.0,264.0,279.0,False,False,False,False,False,False,False,True,False
6.0,1.0,6.0,270.0,259.0,255.0,309.0,True,False,False,True,False,False,False,False,False
2.0,2.0,11.0,273.0,306.0,289.0,296.0,False,False,False,False,False,False,False,False,False
9.0,2.0,15.0,213.0,250.0,277.0,281.0,False,False,False,False,True,False,False,False,False
5.0,3.0,41.0,239.0,258.0,281.0,301.0,False,True,True,False,False,False,False,False,False
13.0,3.0,48.0,281.0,311.0,295.0,302.0,False,False,False,False,False,False,False,False,False
4.0,2.0,4.0,278.0,292.0,252.0,284.0,True,False,False,False,False,True,False,False,False
14.0,2.0,38.0,210.0,184.0,278.0,323.0,False,False,False,False,False,False,True,False,False
6.0,4.0,39.0,277.0,300.0,257.0,299.0,True,False,False,False,False,True,False,False,False
14.0,2.0,21.0,269.0,291.0,287.0,285.0,False,False,False,False,False,False,False,False,False
3.0,4.0,36.0,280.0,303.0,261.0,303.0,False,False,False,False,False,True,False,False,False
5.0,1.0,5.0,284.0,296.0,292.0,302.0,True,False,False,False,False,False,False,False,True
11.0,4.0,43.0,275.0,301.0,255.0,298.0,False,False,False,False,False,True,False,False,False
15.0,1.0,15.0,269.0,267.0,256.0,310.0,True,False,False,True,False,False,False,False,False
25.0,2.0,34.0,274.0,305.0,289.0,297.0,False,False,False,False,False,False,False,False,False
10.0,1.0,10.0,210.0,183.0,280.0,332.0,True,False,False,False,False,False,True,False,False
39.0,2.0,46.0,288.0,298.0,292.0,306.0,False,False,False,False,False,False,False,False,True
7.0,2.0,14.0,273.0,303.0,291.0,289.0,False,False,False,False,False,False,False,False,False
5.0,1.0,2.0,231.0,243.0,284.0,300.0,False,True,True,False,False,False,False,False,False
34.0,2.0,35.0,183.0,184.0,260.0,275.0,True,False,False,False,False,False,False,True,False
25.0,3.0,53.0,239.0,261.0,281.0,301.0,False,False,True,False,False,False,False,False,False
7.0,1.0,7.0,266.0,267.0,256.0,332.0,True,False,False,True,False,False,False,False,False
10.0,2.0,27.0,277.0,300.0,289.0,294.0,False,False,False,False,False,False,False,False,False
38.0,2.0,45.0,289.0,311.0,298.0,320.0,False,False,False,False,False,False,False,False,True
2.0,3.0,21.0,273.0,296.0,256.0,292.0,False,False,False,False,False,True,False,False,False
61.0,2.0,61.0,202.0,181.0,256.0,278.0,True,False,False,False,False,False,False,True,False
8.0,3.0,41.0,245.0,324.0,305.0,318.0,False,False,False,False,False,False,False,False,False
26.0,2.0,36.0,211.0,183.0,285.0,335.0,False,False,False,False,False,False,True,False,False
25.0,2.0,46.0,208.0,186.0,280.0,336.0,True,False,False,False,False,False,True,False,False
4.0,1.0,3.0,207.0,180.0,279.0,312.0,False,False,False,False,False,False,True,False,False
7.0,2.0,14.0,289.0,314.0,296.0,315.0,False,False,False,False,False,False,False,False,True
12.0,2.0,27.0,231.0,252.0,286.0,328.0,False,False,True,False,False,False,False,False,False
6.0,1.0,6.0,208.0,184.0,274.0,310.0,True,False,False,False,False,False,True,False,False
29.0,4.0,51.0,281.0,298.0,258.0,298.0,False,False,False,False,False,True,False,False,False
19.0,2.0,25.0,275.0,302.0,288.0,298.0,False,False,False,False,False,False,False,False,False
12.0,3.0,46.0,240.0,267.0,282.0,320.0,False,False,True,False,False,False,False,False,False
37.0,2.0,43.0,290.0,301.0,293.0,308.0,False,False,False,False,False,False,False,False,True
2.0,2.0,19.0,270.0,264.0,257.0,308.0,False,False,False,True,False,False,False,False,False
14.0,1.0,14.0,209.0,183.0,275.0,312.0,False,False,False,False,False,False,True,False,False
14.0,3.0,34.0,235.0,257.0,282.0,304.0,False,False,True,False,False,False,False,False,False
27.0,4.0,55.0,213.0,183.0,283.0,321.0,True,False,False,False,False,False,True,False,False
9.0,3.0,38.0,277.0,320.0,289.0,295.0,False,False,False,False,False,False,False,False,False
30.0,2.0,51.0,276.0,269.0,259.0,309.0,False,False,False,True,False,False,False,False,False
4.0,2.0,5.0,173.0,176.0,254.0,269.0,True,False,False,False,False,False,False,True,False
36.0,2.0,36.0,187.0,184.0,266.0,282.0,False,False,False,False,False,False,False,True,False
6.0,1.0,6.0,273.0,307.0,292.0,317.0,True,False,False,False,False,False,False,False,False
9.0,3.0,66.0,192.0,178.0,215.0,288.0,True,False,False,False,False,False,False,True,False
5.0,2.0,18.0,212.0,252.0,279.0,285.0,False,False,False,False,True,False,False,False,False
15.0,2.0,28.0,235.0,259.0,280.0,306.0,False,False,True,False,False,False,False,False,False
63.0,2.0,63.0,200.0,191.0,267.0,282.0,False,False,False,False,False,False,False,True,False
25.0,1.0,25.0,213.0,255.0,279.0,289.0,False,False,False,False,True,False,False,False,False
9.0,1.0,9.0,207.0,181.0,277.0,327.0,True,False,False,False,False,False,True,False,False
19.0,2.0,43.0,215.0,255.0,282.0,294.0,False,False,False,False,True,False,False,False,False
8.0,2.0,22.0,235.0,253.0,280.0,299.0,False,False,True,False,False,False,False,False,False
10.0,2.0,16.0,288.0,318.0,308.0,325.0,False,False,False,False,False,False,False,False,True
24.0,3.0,47.0,271.0,269.0,260.0,310.0,False,False,False,True,False,False,False,False,False
31.0,2.0,37.0,212.0,255.0,278.0,285.0,False,False,False,False,True,False,False,False,False
16.0,2.0,25.0,276.0,309.0,289.0,296.0,False,False,False,False,False,False,False,False,False
13.0,2.0,34.0,276.0,268.0,257.0,310.0,False,False,False,True,False,False,False,False,False
5.0,4.0,33.0,215.0,186.0,277.0,316.0,True,False,False,False,False,False,True,False,False
2.0,3.0,37.0,237.0,250.0,282.0,296.0,False,False,True,False,False,False,False,False,False
1.0,3.0,58.0,203.0,187.0,258.0,276.0,True,False,False,False,False,False,False,True,False
28.0,3.0,57.0,210.0,187.0,283.0,333.0,True,False,False,False,False,False,True,False,False
2.0,1.0,2.0,276.0,266.0,260.0,337.0,False,True,False,True,False,False,False,False,False
22.0,3.0,45.0,278.0,269.0,258.0,312.0,False,False,False,True,False,False,False,False,False
28.0,2.0,36.0,274.0,301.0,289.0,301.0,False,False,False,False,False,False,False,False,False
4.0,2.0,16.0,228.0,256.0,277.0,316.0,False,False,True,False,False,False,False,False,False
16.0,1.0,16.0,209.0,183.0,280.0,318.0,True,False,False,False,False,False,True,False,False
34.0,2.0,35.0,198.0,186.0,256.0,278.0,False,False,False,False,False,False,False,True,False
7.0,2.0,17.0,209.0,181.0,277.0,325.0,False,False,False,False,False,False,True,False,False
24.0,2.0,24.0,192.0,183.0,256.0,276.0,False,False,False,False,False,False,False,True,False
3.0,1.0,3.0,264.0,317.0,304.0,298.0,False,True,False,False,False,False,False,False,False
9.0,1.0,9.0,229.0,246.0,278.0,297.0,False,True,True,False,False,False,False,False,False
39.0,2.0,40.0,195.0,166.0,257.0,275.0,False,False,False,False,False,False,False,True,False
8.0,2.0,23.0,232.0,259.0,288.0,296.0,False,False,True,False,False,False,False,False,False
4.0,1.0,4.0,285.0,319.0,310.0,331.0,True,False,False,False,False,False,False,False,True
1.0,2.0,7.0,272.0,298.0,288.0,229.0,False,False,False,False,False,False,False,False,False
3.0,1.0,2.0,210.0,249.0,276.0,281.0,True,False,False,False,True,False,False,False,False
13.0,2.0,14.0,193.0,172.0,257.0,266.0,True,False,False,False,False,False,False,True,False
8.0,1.0,8.0,208.0,181.0,279.0,333.0,True,False,False,False,False,False,True,False,False
26.0,3.0,54.0,237.0,261.0,282.0,298.0,False,False,True,False,False,False,False,False,False
11.0,1.0,11.0,273.0,302.0,289.0,296.0,True,False,False,False,False,False,False,False,False
5.0,1.0,5.0,271.0,266.0,253.0,310.0,False,True,False,True,False,False,False,False,False
16.0,2.0,23.0,269.0,293.0,286.0,284.0,False,False,False,False,False,False,False,False,False
36.0,2.0,43.0,295.0,311.0,302.0,317.0,False,False,False,False,False,False,False,False,True
8.0,3.0,34.0,277.0,296.0,255.0,297.0,False,False,False,False,False,True,False,False,False
17.0,1.0,17.0,282.0,301.0,293.0,303.0,True,False,False,False,False,False,False,False,True
2.0,2.0,39.0,217.0,256.0,285.0,296.0,True,False,False,False,True,False,False,False,False
28.0,4.0,50.0,281.0,297.0,257.0,297.0,False,False,False,False,False,True,False,False,False
19.0,3.0,40.0,272.0,270.0,260.0,334.0,False,False,False,True,False,False,False,False,False
21.0,1.0,21.0,212.0,252.0,278.0,287.0,True,False,False,False,True,False,False,False,False
17.0,2.0,26.0,229.0,252.0,277.0,301.0,False,False,True,False,False,False,False,False,False
5.0,3.0,32.0,229.0,255.0,288.0,326.0,False,False,True,False,False,False,False,False,False
9.0,2.0,23.0,230.0,257.0,280.0,301.0,False,False,True,False,False,False,False,False,False
28.0,3.0,78.0,204.0,189.0,234.0,289.0,False,False,False,False,False,False,False,True,False
6.0,3.0,38.0,234.0,260.0,282.0,301.0,False,False,True,False,False,False,False,False,False
19.0,3.0,54.0,276.0,301.0,293.0,297.0,False,False,False,False,False,False,False,False,False
11.0,3.0,45.0,213.0,186.0,277.0,321.0,True,False,False,False,False,False,True,False,False
20.0,4.0,52.0,276.0,301.0,256.0,301.0,False,False,False,False,False,True,False,False,False
8.0,3.0,30.0,278.0,301.0,255.0,299.0,False,False,False,False,False,True,False,False,False
20.0,1.0,20.0,215.0,253.0,277.0,287.0,True,False,False,False,True,False,False,False,False
11.0,2.0,12.0,275.0,296.0,254.0,298.0,False,False,False,False,False,True,False,False,False
22.0,2.0,45.0,213.0,186.0,281.0,320.0,True,False,False,False,False,False,True,False,False
14.0,1.0,14.0,208.0,184.0,274.0,316.0,True,False,False,False,False,False,True,False,False
25.0,3.0,54.0,280.0,303.0,292.0,296.0,False,False,False,False,False,False,False,False,False
26.0,2.0,33.0,286.0,293.0,291.0,302.0,False,False,False,False,False,False,False,False,True
7.0,2.0,20.0,233.0,250.0,278.0,295.0,False,False,True,False,False,False,False,False,False
68.0,2.0,68.0,206.0,187.0,258.0,277.0,True,False,False,False,False,False,False,True,False
28.0,2.0,40.0,211.0,185.0,277.0,317.0,False,False,False,False,False,False,True,False,False
22.0,2.0,29.0,290.0,317.0,312.0,337.0,False,False,False,False,False,False,False,False,True
64.0,2.0,65.0,197.0,186.0,265.0,279.0,False,False,False,False,False,False,False,True,False
18.0,2.0,25.0,289.0,323.0,308.0,327.0,False,False,False,False,False,False,False,False,True
13.0,5.0,43.0,275.0,270.0,258.0,308.0,False,False,False,True,False,False,False,False,False
19.0,4.0,52.0,275.0,300.0,257.0,300.0,True,False,False,False,False,True,False,False,False
40.0,2.0,40.0,194.0,173.0,233.0,280.0,False,False,False,False,False,False,False,True,False
34.0,2.0,57.0,211.0,185.0,273.0,328.0,True,False,False,False,False,False,True,False,False
19.0,2.0,33.0,276.0,268.0,258.0,210.0,True,False,False,True,False,False,False,False,False
48.0,2.0,49.0,197.0,173.0,257.0,275.0,True,False,False,False,False,False,False,True,False
41.0,2.0,48.0,289.0,308.0,297.0,319.0,False,False,False,False,False,False,False,False,True
12.0,2.0,24.0,234.0,250.0,279.0,299.0,False,False,True,False,False,False,False,False,False
4.0,1.0,4.0,215.0,250.0,276.0,286.0,True,False,False,False,True,False,False,False,False
5.0,3.0,40.0,274.0,298.0,289.0,292.0,False,False,False,False,False,False,False,False,False
8.0,1.0,8.0,212.0,254.0,277.0,288.0,True,False,False,False,True,False,False,False,False
14.0,4.0,54.0,276.0,271.0,258.0,312.0,False,True,False,True,False,False,False,False,False
12.0,3.0,28.0,274.0,300.0,253.0,299.0,True,False,False,False,False,True,False,False,False
5.0,3.0,34.0,277.0,303.0,305.0,291.0,False,False,False,False,False,False,False,False,False
10.0,2.0,22.0,232.0,263.0,278.0,295.0,False,False,True,False,False,False,False,False,False
15.0,1.0,15.0,214.0,255.0,278.0,286.0,True,False,False,False,True,False,False,False,False
13.0,2.0,38.0,218.0,255.0,281.0,288.0,False,False,False,False,True,False,False,False,False
5.0,2.0,14.0,266.0,259.0,254.0,306.0,False,False,False,True,False,False,False,False,False
5.0,1.0,5.0,286.0,301.0,292.0,304.0,True,False,False,False,False,False,False,False,True
10.0,5.0,40.0,275.0,270.0,259.0,308.0,False,False,False,True,False,False,False,False,False
65.0,2.0,66.0,211.0,197.0,260.0,282.0,False,False,False,False,False,False,False,True,False
17.0,2.0,39.0,213.0,184.0,278.0,318.0,False,False,False,False,False,False,True,False,False
37.0,2.0,44.0,289.0,311.0,297.0,317.0,False,False,False,False,False,False,False,False,True
10.0,4.0,32.0,278.0,300.0,262.0,301.0,False,False,False,False,False,True,False,False,False
18.0,3.0,53.0,237.0,258.0,283.0,301.0,False,False,True,False,False,False,False,False,False
7.0,4.0,43.0,285.0,304.0,264.0,306.0,False,False,False,False,False,True,False,False,False
10.0,1.0,10.0,216.0,253.0,276.0,285.0,True,False,False,False,True,False,False,False,False
19.0,2.0,26.0,275.0,305.0,293.0,299.0,False,False,False,False,False,False,False,False,False
49.0,2.0,50.0,186.0,191.0,261.0,280.0,True,False,False,False,False,False,False,True,False
14.0,3.0,49.0,284.0,307.0,290.0,302.0,False,False,False,False,False,False,False,False,False
34.0,2.0,40.0,216.0,256.0,279.0,286.0,False,False,False,False,True,False,False,False,False
10.0,3.0,29.0,274.0,299.0,255.0,297.0,False,False,False,False,False,True,False,False,False
6.0,1.0,6.0,210.0,250.0,277.0,285.0,True,False,False,False,True,False,False,False,False
18.0,3.0,23.0,279.0,300.0,253.0,300.0,False,False,False,False,False,True,False,False,False
10.0,3.0,40.0,233.0,254.0,277.0,291.0,False,False,True,False,False,False,False,False,False
8.0,2.0,8.0,277.0,298.0,251.0,300.0,True,False,False,False,False,True,False,False,False
8.0,2.0,18.0,208.0,180.0,278.0,322.0,False,False,False,False,False,False,True,False,False
19.0,3.0,31.0,279.0,297.0,254.0,296.0,False,False,False,False,False,True,False,False,False
17.0,2.0,27.0,211.0,185.0,277.0,323.0,False,False,False,False,False,False,True,False,False
22.0,2.0,23.0,187.0,175.0,264.0,282.0,False,False,False,False,False,False,False,True,False
8.0,1.0,5.0,229.0,257.0,278.0,323.0,False,True,True,False,False,False,False,False,False
16.0,1.0,16.0,286.0,304.0,296.0,310.0,True,False,False,False,False,False,False,False,True
3.0,2.0,24.0,217.0,256.0,279.0,289.0,False,False,False,False,True,False,False,False,False
12.0,2.0,18.0,289.0,317.0,308.0,320.0,False,False,False,False,False,False,False,False,True
5.0,2.0,27.0,205.0,185.0,287.0,334.0,True,False,False,False,False,False,True,False,False
17.0,2.0,40.0,213.0,186.0,276.0,315.0,False,False,False,False,False,False,True,False,False
6.0,1.0,6.0,272.0,320.0,301.0,308.0,True,False,False,False,False,False,False,False,False
4.0,1.0,4.0,205.0,180.0,276.0,309.0,False,False,False,False,False,False,True,False,False
11.0,2.0,21.0,234.0,255.0,277.0,290.0,False,False,True,False,False,False,False,False,False
17.0,3.0,33.0,279.0,297.0,254.0,292.0,True,False,False,False,False,True,False,False,False
28.0,2.0,35.0,286.0,294.0,292.0,303.0,False,False,False,False,False,False,False,False,True
14.0,2.0,25.0,234.0,259.0,280.0,299.0,False,False,True,False,False,False,False,False,False
9.0,1.0,9.0,274.0,266.0,253.0,312.0,True,False,False,True,False,False,False,False,False
52.0,2.0,53.0,188.0,178.0,258.0,279.0,True,False,False,False,False,False,False,True,False
21.0,3.0,53.0,234.0,262.0,290.0,302.0,False,False,True,False,False,False,False,False,False
2.0,3.0,35.0,276.0,299.0,290.0,294.0,False,False,False,False,False,False,False,False,False
16.0,3.0,22.0,269.0,296.0,256.0,299.0,False,False,False,False,False,True,False,False,False
24.0,2.0,36.0,234.0,264.0,281.0,299.0,False,False,True,False,False,False,False,False,False
9.0,4.0,49.0,239.0,258.0,292.0,307.0,False,True,True,False,False,False,False,False,False
6.0,1.0,6.0,286.0,297.0,291.0,303.0,True,False,False,False,False,False,False,False,True
10.0,1.0,10.0,264.0,256.0,251.0,300.0,True,False,False,True,False,False,False,False,False
14.0,3.0,47.0,236.0,261.0,281.0,299.0,False,False,True,False,False,False,False,False,False
21.0,2.0,21.0,195.0,185.0,255.0,276.0,False,False,False,False,False,False,False,True,False
6.0,2.0,13.0,286.0,310.0,297.0,314.0,False,False,False,False,False,False,False,False,True
16.0,2.0,29.0,234.0,260.0,279.0,300.0,False,False,True,False,False,False,False,False,False
12.0,2.0,19.0,271.0,302.0,288.0,308.0,False,False,False,False,False,False,False,False,False
10.0,3.0,33.0,278.0,270.0,257.0,315.0,False,False,False,True,False,False,False,False,False
24.0,4.0,52.0,211.0,186.0,287.0,341.0,True,False,False,False,False,False,True,False,False
45.0,2.0,56.0,216.0,257.0,278.0,289.0,False,False,False,False,True,False,False,False,False
5.0,1.0,2.0,211.0,184.0,280.0,315.0,True,False,False,False,False,False,True,False,False
3.0,1.0,3.0,275.0,314.0,295.0,305.0,True,False,False,False,False,False,False,False,False
19.0,2.0,26.0,281.0,298.0,296.0,302.0,False,False,False,False,False,False,False,False,True
22.0,3.0,51.0,213.0,186.0,283.0,321.0,True,False,False,False,False,False,True,False,False
7.0,4.0,29.0,275.0,297.0,255.0,295.0,False,False,False,False,False,True,False,False,False
23.0,3.0,57.0,215.0,188.0,279.0,335.0,True,False,False,False,False,False,True,False,False
20.0,2.0,41.0,215.0,254.0,278.0,283.0,False,False,False,False,True,False,False,False,False
8.0,1.0,8.0,211.0,182.0,275.0,318.0,True,False,False,False,False,False,True,False,False
18.0,2.0,35.0,275.0,268.0,256.0,312.0,False,False,False,True,False,False,False,False,False
18.0,3.0,53.0,281.0,308.0,294.0,301.0,False,False,False,False,False,False,False,False,False
17.0,3.0,51.0,278.0,300.0,291.0,293.0,False,False,False,False,False,False,False,False,False
22.0,3.0,50.0,212.0,188.0,287.0,334.0,True,False,False,False,False,False,True,False,False
12.0,2.0,20.0,277.0,304.0,289.0,299.0,False,False,False,False,False,False,False,False,False
13.0,1.0,13.0,209.0,182.0,275.0,331.0,True,False,False,False,False,False,True,False,False
47.0,2.0,48.0,196.0,190.0,262.0,280.0,True,False,False,False,False,False,False,True,False
10.0,3.0,45.0,280.0,307.0,295.0,299.0,False,False,False,False,False,False,False,False,False
10.0,1.0,10.0,266.0,264.0,255.0,308.0,True,False,False,True,False,False,False,False,False
5.0,2.0,30.0,218.0,253.0,278.0,295.0,False,False,False,False,True,False,False,False,False
18.0,3.0,54.0,234.0,265.0,282.0,302.0,False,True,True,False,False,False,False,False,False
24.0,2.0,25.0,188.0,178.0,256.0,276.0,True,False,False,False,False,False,False,True,False
11.0,2.0,26.0,231.0,255.0,288.0,328.0,False,False,True,False,False,False,False,False,False
9.0,2.0,10.0,181.0,175.0,264.0,276.0,False,False,False,False,False,False,False,True,False
8.0,2.0,17.0,227.0,245.0,283.0,291.0,False,False,True,False,False,False,False,False,False
16.0,2.0,39.0,211.0,185.0,284.0,322.0,True,False,False,False,False,False,True,False,False
57.0,3.0,71.0,194.0,183.0,270.0,281.0,False,False,False,False,False,False,False,True,False
2.0,1.0,2.0,216.0,252.0,279.0,292.0,True,False,False,False,True,False,False,False,False
42.0,2.0,48.0,289.0,299.0,294.0,302.0,False,False,False,False,False,False,False,False,True
33.0,2.0,39.0,217.0,256.0,277.0,286.0,False,False,False,False,True,False,False,False,False
34.0,2.0,34.0,187.0,190.0,265.0,281.0,False,False,False,False,False,False,False,True,False
21.0,1.0,21.0,285.0,303.0,297.0,308.0,True,False,False,False,False,False,False,False,True
19.0,4.0,54.0,276.0,300.0,291.0,294.0,False,False,False,False,False,False,False,False,False
34.0,3.0,57.0,214.0,187.0,279.0,323.0,True,False,False,False,False,False,True,False,False
11.0,3.0,45.0,237.0,271.0,282.0,300.0,False,False,True,False,False,False,False,False,False
8.0,3.0,35.0,278.0,304.0,289.0,297.0,False,False,False,False,False,False,False,False,False
16.0,2.0,28.0,234.0,250.0,280.0,302.0,False,False,True,False,False,False,False,False,False
44.0,2.0,45.0,179.0,187.0,258.0,267.0,True,False,False,False,False,False,False,True,False
5.0,1.0,5.0,271.0,321.0,303.0,311.0,True,False,False,False,False,False,False,False,False
11.0,3.0,34.0,276.0,272.0,266.0,329.0,False,True,False,True,False,False,False,False,False
18.0,2.0,26.0,214.0,251.0,275.0,281.0,False,False,False,False,True,False,False,False,False
18.0,3.0,53.0,237.0,263.0,289.0,294.0,False,True,True,False,False,False,False,False,False
5.0,2.0,16.0,227.0,257.0,278.0,295.0,False,False,True,False,False,False,False,False,False
15.0,3.0,55.0,277.0,288.0,289.0,285.0,False,False,False,False,False,False,False,False,False
2.0,4.0,35.0,274.0,300.0,258.0,295.0,True,False,False,False,False,True,False,False,False
1.0,2.0,15.0,272.0,268.0,260.0,336.0,True,False,False,True,False,False,False,False,False
26.0,3.0,53.0,280.0,303.0,291.0,305.0,False,False,False,False,False,False,False,False,False
8.0,1.0,8.0,275.0,323.0,299.0,312.0,True,False,False,False,False,False,False,False,False
27.0,1.0,27.0,289.0,306.0,297.0,309.0,True,False,False,False,False,False,False,False,True
15.0,4.0,37.0,280.0,297.0,256.0,296.0,False,False,False,False,False,True,False,False,False
25.0,2.0,52.0,213.0,186.0,278.0,312.0,False,False,False,False,False,False,True,False,False
23.0,2.0,46.0,212.0,185.0,283.0,320.0,True,False,False,False,False,False,True,False,False
26.0,2.0,35.0,275.0,305.0,289.0,299.0,False,False,False,False,False,False,False,False,False
5.0,2.0,6.0,231.0,236.0,277.0,295.0,False,False,True,False,False,False,False,False,False
10.0,2.0,23.0,277.0,305.0,290.0,294.0,False,False,False,False,False,False,False,False,False
4.0,2.0,26.0,220.0,257.0,285.0,291.0,False,False,False,False,True,False,False,False,False
30.0,2.0,53.0,213.0,186.0,279.0,313.0,False,False,False,False,False,False,True,False,False
35.0,2.0,35.0,202.0,173.0,256.0,276.0,True,False,False,False,False,False,False,True,False
25.0,2.0,32.0,289.0,317.0,307.0,328.0,False,False,False,False,False,False,False,False,True
28.0,2.0,28.0,187.0,174.0,259.0,277.0,True,False,False,False,False,False,False,True,False
26.0,2.0,51.0,210.0,253.0,280.0,288.0,False,False,False,False,True,False,False,False,False
3.0,3.0,10.0,277.0,299.0,253.0,300.0,False,False,False,False,False,True,False,False,False
15.0,1.0,15.0,213.0,253.0,278.0,287.0,False,False,False,False,True,False,False,False,False
3.0,1.0,3.0,207.0,182.0,275.0,302.0,True,False,False,False,False,False,True,False,False
29.0,3.0,56.0,239.0,254.0,279.0,300.0,False,False,True,False,False,False,False,False,False
14.0,3.0,30.0,274.0,298.0,254.0,298.0,True,False,False,False,False,True,False,False,False
4.0,4.0,47.0,271.0,269.0,260.0,335.0,True,False,False,True,False,False,False,False,False
10.0,1.0,10.0,204.0,182.0,273.0,311.0,False,False,False,False,False,False,True,False,False
19.0,1.0,19.0,211.0,184.0,275.0,316.0,True,False,False,False,False,False,True,False,False
16.0,2.0,16.0,168.0,182.0,255.0,276.0,True,False,False,False,False,False,False,True,False
20.0,1.0,20.0,207.0,182.0,279.0,324.0,False,False,False,False,False,False,True,False,False
40.0,1.0,40.0,287.0,303.0,291.0,306.0,True,False,False,False,False,False,False,False,True
27.0,3.0,55.0,239.0,258.0,281.0,304.0,False,False,True,False,False,False,False,False,False
22.0,3.0,55.0,238.0,263.0,283.0,304.0,False,False,True,False,False,False,False,False,False
11.0,1.0,11.0,271.0,263.0,255.0,308.0,True,False,False,True,False,False,False,False,False
